PRODUCT,PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,BUYER PAY INDEX (COMMODITY REFERENCE PRICE),CFTC REPORTABLE LEVEL,PAIRED SWAP BASIS,POSITION TYPE INDICATOR,SECTION 20.2 COVERED FUTURES CONTRACT,SELLER PAY INDEX (COMMODITY REFERENCE PRICE)
ERCOT Houston 345KV Day-Ahead Off-Peak Fixed Price Future,2607,NEV,NEV,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
Calendar One Time Option on ISO New England Massachusetts Hub Day-Ahead Peak Calendar Year One Time Fixed Price Future,4067,NEX,NEP,Y:,1284,Electricity,Pwr East Term,ICEU,IFED,,,,,,
ISO New England Massachusetts Hub Day-Ahead Peak Calendar Year One Time Fixed Price Future,4067,NEX,NEP,Y:,1284,Electricity,Pwr East Term,ICEU,IFED,,,,,,
Fuel Oil Crack- New York 1% Fuel Oil vs Brent 1st Line Future,2926,NFB,NFB,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Diesel Diff - ULSD 10ppm CIF NWE Cargoes vs Gasoil 1st Line Future,1472,NFG,NFG,FG,QH71,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
AB NIT NGX Same Day 5a Fixed Price Future ,2445,NGA,NGA,QH,,Natural Gas,CAD Basis,ICEU,IFED,,,,,,
"Natural Gasoline, OPIS Conway In-Well, Fixed Price Future",2097,NGC,NGC,HT,SR17,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Average Price Option on Natural Gasoline, OPIS Mt. Belvieu Non-TET, Fixed Price Future",1635,NGE,NGE,ZF,QM96,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Natural Gasoline, OPIS Mt. Belvieu Non-TET, Fixed Price Future",1635,NGE,NGE,ZF,QM96,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Natural Gasoline, OPIS Mt. Belvieu TET, Fixed Price Future",4090,NGL,NGL,Y\,1281,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
ICE German NCG Natural Gas Futures,2510,NGM,NGM,,,Natural Gas,NCG Nat Gas,ICEU,IFEU,,,,,,
NYISO Zone G Day-Ahead Off-Peak Fixed Price Future,1628,NGO,NGO,YQ,QM74,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
"Natural Gasoline, OPIS Mt. Belvieu Non-TET vs WTI 1st Line Crude Differential Future",4088,NGW,NGW,Y-,1279,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
NYISO Zone G Day-Ahead Peak Fixed Price Future,290,NGY,NGY,NG,O936,Electricity,Pwr East Term,ICEU,IFED,,,,,,
PJM NI Hub Day-Ahead Peak Daily Fixed Price Future,2151,NIA,NIA,G4,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
PJM NI Hub Day-Ahead Peak Fixed Price Future,2152,NIB,NIB,G5,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM NI Hub Day-Ahead Off-Peak Daily Fixed Price Future,2153,NIC,NIC,G6,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
PJM NI Hub Day-Ahead Off-Peak Fixed Price Future,2154,NID,NID,G7,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
PJM NI Hub Real-Time Off-Peak Fixed Price Future,1626,NIO,NIO,YO,QM72,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
NWP Sumas Index Future,2074,NIS,NIS,HQ,SR11,Natural Gas,Index Master,ICEU,IFED,,,,,,
Cross Currency Pairs Norwegian Krone/Swedish Krona Futures,833,NJ,NJ ,,,Currency,FOREX,ICUS,IFUS,,,,,,
Naphtha C+F Japan Future,1886,NJC,NJC,A9,SN19,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
NYISO Zone J Day-Ahead Off-Peak Fixed Price Future,1627,NJO,NJO,YP,QM73,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
New Jersey Compliance Renewable Energy Certificates Class 1 Future,3406,NJR,NJR,,,Physical Environmental,REC-NJ C1,ICEU,IFED,,,,,,
NYISO Zone J Day-Ahead Peak Fixed Price Future,291,NJY,NJY,NJ,O935,Electricity,Pwr East Term,ICEU,IFED,,,,,,
Michcon Basis Future,444,NMC,NMC,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Michcon Index Future,3157,NMI,NMI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Michcon Swing Future,477,NMS,NMS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Brent NX Bullet Future,3602,NNB,BRN,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
NNG Ventura Index Future,3051,NNI,NNI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
NNG Ventura Swing Future,478,NNS,NNS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Naphtha Crack - Naphtha CIF NWE Cargoes vs Brent 1st Line Future,1885,NOB,NOB,A8,SN18,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Calendar One Time Option on ISO New England Massachusetts Hub Day-Ahead Off-Peak Calendar Year One Time Fixed Price Future,4068,NOC,NOP,Y?,1283,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
ISO New England Massachusetts Hub Day-Ahead Off-Peak Calendar Year One Time Fixed Price Future,4068,NOC,NOP,Y?,1283,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
NYISO Zone G Day-Ahead Off-Peak Daily Fixed Price Future,1619,NOD,NOD,YH,QM65,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
Crude Diff - WTI 1st Line vs Brent NX 1st Line Future,3628,NOE,BTD,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
NYISO Zone J Day-Ahead Off-Peak Daily Fixed Price Future,1618,NOJ,NOJ,YG,,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
Cross State Air Pollution Rule TR NOx Ozone Season Allowance Future,3424,NOK,NOK,,,Physical Environmental,CS Nox OS,ICEU,IFED,,,,,,
Option on Cross State Air Pollution Rule TR NOx Ozone Season Allowance Future,3424,NOK,NOK,,,Physical Environmental,CS Nox OS,ICEU,IFUS,,,,,,
ISO New England Massachusetts Hub Day-Ahead Off-Peak Mini Fixed Price Future,3968,NOM,NOM,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ISO New England Massachusetts Hub Day-Ahead Off-Peak Fixed Price Future,369,NOP,NOP,NO,L060,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
CAISO NP-15 Day-Ahead Peak Fixed Price Future,319,NPM,NPM,NP,N713,Electricity,Pwr West Term,ICEU,IFED,,,,,,
Singapore Naphtha Future,95,NPT,NPT,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
CAISO NP-15 Real-Time Off-Peak Daily Fixed Price Future,1688,NRO,NRO,ZJ,SB30,Electricity,Pwr WestOPDaily,ICEU,IFED,,,,,,
CAISO NP-15 Real-Time Peak Daily Fixed Price Future,1686,NRP,NRP,ZI,SB29,Electricity,Pwr West Daily,ICEU,IFED,,,,,,
Transco Zone 6 (NY) Index Future,1907,NSI,NSI,A3,SN11,Natural Gas,Index Master,ICEU,IFED,,,,,,
NWP Sumas Swing Future,1908,NSS,NSS,A4,SN12,Natural Gas,Swing Master,ICEU,IFED,,,,,,
NWP Sumas Basis Future,433,NSU,NSU,NU,NA87,Natural Gas,Basis Master,ICEU,IFED,,,,,,
NGPL STX Basis Future,1880,NSX,NSX,AY,SN08,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Dollar Based Currency Pairs US Dollar/Norw. Krone,865,NT,NT ,,,Currency,FOREX,ICUS,IFUS,,,,,,
NGPL TXOK Index Future,2072,NTI,NTI,HN,SR10,Natural Gas,Index Master,ICEU,IFED,,,,,,
NGPL TXOK Basis Future,434,NTO,NTO,NY,NE92,Natural Gas,Basis Master,ICEU,IFED,,,,,,
NGPL TXOK Swing Future,2075,NTS,NTS,HO,SR15,Natural Gas,Swing Master,ICEU,IFED,,,,,,
EU-Style Brent NX Future,3603,NUL,BRN,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
EU-Style Brent NX Option,3603,NUL,BRN,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
NNG Ventura Basis Future,448,NVE,NVE,OC,NG64,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Fuel Oil Diff - Fuel Oil 3.5% FOB Med Cargoes vs 3.5% FOB Rotterdam Barges Future,87,NVS,NVS,PB,NM85,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
NWP Rockies Basis Future,432,NWR,NWR,NR,NA82,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Gasoline Crack-Argus Euro-Bob Oxy FOB Rotterdam Barges vs Brent NX 1st Line Future,3604,NXA,EOB,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Crude Diff - Dated Brent vs Brent NX 1st Line Future,3605,NXB,DBF,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Fuel Oil Crack - Fuel Oil 1 % FOB NWE Cargoes vs Brent NX 1st Line Future,3606,NXC,FVB,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Crude Diff - Brent NX 1st Line vs Dubai 1st Line Future,3607,NXD,BOD,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Gasoil Crack - Gasoil 0.1% FOB Rotterdam Barges vs Brent NX 1st Line Future,3608,NXE,GRB,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Fuel Oil Crack - Fuel Oil 3.5% FOB Rotterdam Barges vs Brent NX 1st Line Future,3609,NXF,BOB,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Gasoil Crack - Gasoil 1st Line vs Brent NX 1st Line Future (in Bbls),3610,NXG,GDC,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Heating Oil Crack - Heating Oil 1st Line vs Brent NX 1st Line Future,3611,NXH,HBT,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
NGPL STX Index Future,3061,NXI,NXI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Crude Diff - Argus LLS vs Brent NX 1st Line Future,3612,NXJ,ARI,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Crude Diff - Argus Mars vs Brent NX 1st Line Future,3613,NXK,ARN,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent NX 1st Line Future (in Bbls),3614,NXL,ULD,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Gasoil Crack - Gasoil 1st Line vs Brent NX 1st Line Future (in MTs),3615,NXM,GOC,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Naphtha Crack - Naphtha CIF NWE Cargoes vs Brent NX 1st Line Future,3616,NXN,NOB,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Fuel Oil Crack - USGC 3% Fuel Oil vs Brent NX 1st Line Future,3617,NXO,GCS,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Fuel Oil Crack - New York 1% Fuel Oil vs Brent NX 1st Line Future,3618,NXP,NFB,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Gasoil Crack - Gasoil 0.1% CIF NWE cargoes vs Brent NX 1st Line Future,3619,NXQ,GEB,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Gasoline Crack - RBOB Gasoline 1st Line vs Brent NX 1st Line Future,3620,NXR,RBR,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
NGPL STX Swing Future,3159,NXS,NXS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Crude Diff - WTI vs Brent NX Bullet Future,3621,NXT,TIB,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
WTI vs Brent NX Spread Option,3621,NXT,TIB,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent NX 1st Line Future (in MTs),3622,NXU,ULC,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Gasoil Crack -Gasoil 50ppm FOB Rotterdam Barges vs Brent NX 1st Line Future,3623,NXV,GSC,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Brent NX 12-Month Calendar Spread Option,3624,NXW,BRZ,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Crude Diff - Brent NX 12-Month Calendar Spread Future,3624,NXW,BRZ,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Brent NX 1-Month Calendar Spread Option,3625,NXX,BRM,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Crude Diff - Brent NX 1-Month Calendar Spread Future,3625,NXX,BRM,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Fuel Oil Crack - Fuel Oil 380 CST Singapore vs Brent NX 1st Line Future,3626,NXY,SPS,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Fuel Oil Crack - Fuel Oil 180 CST Singapore vs Brent NX 1st Line Future,3627,NXZ,SBS,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
ERCOT North Load Zone Day-Ahead Peak Daily Fixed Price Future,2623,NZA,NZA,,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
ERCOT North Load Zone Day-Ahead Peak Fixed Price Future,2607,NZB,NZB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
ERCOT North Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,2635,NZC,NZC,,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
ERCOT North Load Zone Day-Ahead Off-Peak Fixed Price Future,2615,NZD,NZD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Heating Oil American-Style Option,491,O,UHO,OM,NF69,Crude Oil and Refined Products,ICE Heating Oil,ICEU,IFEU,,,,,,
Heating Oil/Low Sulphur Gas Oil Futures Spread,3445,O,UHO,OM,NF69,Crude Oil and Refined Products,HO/LS GO Spr,ICEU,IFEU,,,,,,
ICE Heating Oil Futures,491,O,UHO,OM,NF69,Crude Oil and Refined Products,ICE Heating Oil,ICEU,IFEU,,,,,,
ICE Heating Oil Futures TAS,493,O,UHO,OM,NF69,Crude Oil and Refined Products,ICE Heating Oil,ICEU,IFEU,,,,,,
PJM Western Hub Real-Time Off-Peak Daily Fixed Price Future,409,ODP,ODP,WO,L781,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
ERCOT Houston Load Zone Real-Time Off-Peak Fixed Price Future,2453,OEH,OEH,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ERCOT North Load Zone Real-Time Off-Peak Fixed Price Future,2454,OEN,OEN,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ERCOT South Load Zone Real-Time Off-Peak Fixed Price Future,2455,OES,OES,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ERCOT West Load Zone Real-Time Off-Peak Fixed Price Future,2456,OEW,OEW,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
CAISO SP-15 Day-Ahead Off-Peak Fixed Price Future,505,OFP,OFP,OT,NI05,Electricity,Pwr West OPTerm,ICEU,IFED,,,,,,
FCOJ-A Futures,586,OJ,OJ ,96,2200,Frozen Orange Juice,FCOJ A,ICUS,IFUS,,,,,,
FCOJ-A Futures TAS,1188,OJ,OJ ,96,2200,Frozen Orange Juice,FCOJ A,ICUS,IFUS,,,,,,
FCOJ-A Options,1237,OJ,OJ ,96,2200,Frozen Orange Juice,FCOJ A,ICUS,IFUS,,,,,,
Mid-Columbia Day-Ahead Off-Peak Fixed Price Future,502,OMC,OMC,OU,NI02,Electricity,Pwr West OPTerm,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Off-Peak Mini Fixed Price Future,3969,OMI,OMI,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ONEOK Gas Transportation Basis Future,2144,ONE,ONE,H8,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
ONEOK Gas Transporation Index Future,3158,ONI,ONI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
CAISO NP-15 Day-Ahead Off-Peak Fixed Price Future,504,ONP,ONP,OS,N104,Electricity,Pwr West OPTerm,ICEU,IFED,,,,,,
ONEOK Gas Swing Future,3162,ONS,ONS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Option on PJM Western Hub Real-Time Off-Peak Fixed Price Future,316,OPJ,OPJ,OP,N711,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Off-Peak Fixed Price Future,316,OPJ,OPJ,OP,N711,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
Fuel Oil 1% FOB Med Cargoes Future,2467,OPM,OPM,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Option on Panhandle Fixed Price Future,3712,OPP,OPP,7K-PY,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Panhandle Fixed Price Future,3712,OPP,OPP,7K-PY,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Option on Socal Fixed Price Future,3714,OPS,OPS,7K-SC,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Socal Fixed Price Future,3714,OPS,OPS,7K-SC,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
EP San Juan Fixed Price Future,3713,OPU,OPU,7K-SJ,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Option on EP San Juan Fixed Price Future,3713,OPU,OPU,7K-SJ,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Southern Star TX OK KS Basis Future,3026,OUB,OUB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Southern Star TX OK KS Index Future,3029,OUI,OUI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Southern Star TX OK KS Swing Future,3038,OUS,OUS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Palo Verde Day-Ahead Off-Peak Fixed Price Future,503,OVP,OVP,OR,NI03,Electricity,Pwr West OPTerm,ICEU,IFED,,,,,,
ICE UK Peak Electricity Futures,300,P,PPM,,P641,Electricity,IPE Peak EFA,ICEU,IFEU,,,,,,
Panhandle Basis Future,435,PAN,PAN,NK,NE87,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Cross Currency Pairs British Pound Sterling/Canadian Dollar Futures,815,PC,PC ,,,Currency,FOREX,ICUS,IFUS,,,,,,
PJM PECO Zone Day-Ahead Off-Peak Fixed Price Future,2580,PCO,PCO,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
PJM PECO Zone Day-Ahead Peak Fixed Price Future,2583,PCP,PCP,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM Western Hub Day-Ahead Peak Daily Fixed Price Future,1612,PDA,PDA,YA,QM58,Electricity,Pwr East Daily,ICEU,IFED,,,,,,
Dated Brent Future,1464,PDB,PDB,BD,QJ68,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Crude Diff - Dated Brent vs Dubai 1st Line Future,4080,PDD,PDD,ZS,1294,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
PJM Western Hub Day-Ahead Off-Peak Daily Fixed Price Future,1614,PDO,PDO,YC,QM60,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Peak Daily Fixed Price Future,413,PDP,PDP,PP,L777,Electricity,Pwr East Daily,ICEU,IFED,,,,,,
Option on PJM Western Hub Real-Time Peak Daily Look Back Fixed Price Future ,3629,PDQ,PDP,,,Electricity,Pwr East Daily,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Peak Daily Look Back Fixed Price Future ,3629,PDQ,PDP,,,Electricity,Pwr East Daily,ICEU,IFED,,,,,,
PJM Eastern Hub Day-Ahead Peak Daily Fixed Price Future,2155,PEA,PEA,G8,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
PJM Eastern Hub Day-Ahead Peak Fixed Price Future,2156,PEB,PEB,G9,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM Eastern Hub Day-Ahead Off-Peak Daily Fixed Price Future,2157,PEC,PEC,H0,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
PJM Eastern Hub Day-Ahead Off-Peak Fixed Price Future,2158,PED,PED,H1,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
EP Permian Index Future,461,PEI,PEI,HL,SR09,Natural Gas,Index Master,ICEU,IFED,,,,,,
EP Permian Basis Future,441,PER,PER,NW,NE91,Natural Gas,Basis Master,ICEU,IFED,,,,,,
EP Permian Swing Future,476,PES,PES,,SR14,Natural Gas,Swing Master,ICEU,IFED,,,,,,
PG&E Citygate Basis Future,454,PGE,PGE,NQ,NA84,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Option on Henry Penultimate Fixed Price Future,2930,PHE,HNG,QG,NU57,Natural Gas,Henry Hub (Pen),ICEU,IFED,,,,,,
Henry Penultimate Fixed Price Future,261,PHH,HNG,PH,O759,Natural Gas,Henry Hub (Pen),ICEU,IFED,,,,,,
PG&E Citygate Swing Future,468,PIG,PIG,YS,QM76,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Panhandle Index Future,459,PIS,PIS,Y9,QM90,Natural Gas,Index Master,ICEU,IFED,,,,,,
PJM Western Hub Day-Ahead Peak Fixed Price Future,1858,PJC,PJC,AA,SM88,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM Western Hub Day-Ahead Off-Peak Fixed Price Future,1859,PJD,PJD,AB,SM89,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Option on PJM Western Hub Real-Time Peak Fixed Price Future,286,PJM,PJM,PJ,O934,Electricity,Pwr East Term,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Peak Fixed Price Future,286,PJM,PJM,PJ,O934,Electricity,Pwr East Term,ICEU,IFED,,,,,,
Cross Currency Pairs British Pound Sterling/Norwegian Krone Futures,821,PK,PK ,,,Currency,FOREX,ICUS,IFUS,,,,,,
"Propane, OPIS Mt. Belvieu TET, Mini Fixed Price Future",4188,PLM,PLM,,,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
PJM METED Zone Day-Ahead Peak Fixed Price Future,3165,PMB,PMB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM METED Zone Day-Ahead Off-Peak Fixed Price Future,3166,PMD,PMD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Option on PJM Western Hub Real-Time Peak Mini Fixed Price Future,1460,PMI,PMI,PM,QH56,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Peak Mini Fixed Price Future,1460,PMI,PMI,PM,QH56,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
Calendar One Time Option on PJM Western Hub Real-Time Peak Calendar Year One Time Fixed Price Future,3549,PMX,PJM,,,Electricity,Pwr East Term,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Peak Calendar Year One Time Fixed Price Future,3549,PMX,PJM,,,Electricity,Pwr East Term,ICEU,IFED,,,,,,
PJM NI Hub Real-Time Peak Fixed Price Future,303,PNL,PNL,PN,L063,Electricity,Pwr East Term,ICEU,IFED,,,,,,
ISO New England Massachusetts Hub Day-Ahead Off-Peak Daily Fixed Price Future,552,POP,POP,QB,NO11,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
PJM PEPCO Zone Day-Ahead Peak Daily Fixed Price Future,2095,PPE,PPE,P1,SR03,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
PJM PEPCO Zone Day-Ahead Peak Month Fixed Price Future,2093,PPF,PPF,P2,SR04,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM PEPCO Zone Day-Ahead Off-Peak Daily Fixed Price Future,2092,PPG,PPG,P3,SR05,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
PJM PEPCO Zone Day-Ahead Off-Peak Fixed Price Future,2090,PPH,PPH,P4,SR06,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
PJM PPL Zone Day-Ahead Off-Peak Fixed Price Future,2578,PPO,PPO,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
PJM PPL Zone Day-Ahead Peak Fixed Price Future,2581,PPP,PPP,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM Duquesne Zone Day-Ahead Peak Fixed Price Future,3163,PQB,PQB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM Duquesne Zone Day-Ahead Off-Peak Fixed Price Future,3164,PQD,PQD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
"Average Price Option on Propane, OPIS Conway In-Well, Fixed Price Future",1637,PRC,PRC,ZH,QM98,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Propane, OPIS Conway In-Well, Fixed Price Future",1637,PRC,PRC,ZH,QM98,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Propane, OPIS Hattiesburg, Fixed Price Future",3263,PRH,PRH,,,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Average Price Option on Propane, OPIS Mt. Belvieu TET, Fixed Price Future",1509,PRL,PRL,19-RL,QJ66,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Propane, OPIS Mt. Belvieu TET, Fixed Price Future",1509,PRL,PRL,19-RL,QJ66,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
"Propane, OPIS Mt. Belvieu Non-TET, Fixed Price Future",1899,PRN,PRN,A5,SN15,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
Cross Currency Pairs British Pound Sterling/Swedish Krona Futures,827,PS,PS ,,,Currency,FOREX,ICUS,IFUS,,,,,,
PJM PSEG Day-Ahead Peak Fixed Price Future,1866,PSA,PSA,AM,SN00,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM PSEG Day-Ahead Off-Peak Fixed Price Future,1867,PSB,PSB,AS,SN02,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
PJM PSEG Day-Ahead Peak Daily Fixed Price Future,1872,PSC,PSC,AN,SN01,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
PJM PSEG Day-Ahead Off-Peak Daily Fixed Price Future,1873,PSD,PSD,AT,SN03,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
Panhandle Swing Future,470,PSS,PSS,YW,QM80,Natural Gas,Swing Master,ICEU,IFED,,,,,,
PJM AECO Zone Day-Ahead Peak Fixed Price Future,3703,PTB,PTB,7K-AA,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM AECO Zone Day-Ahead Off-Peak Fixed Price Future,3707,PTD,PTD,7K-AB,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
PJM APS Zone Day-Ahead Peak Fixed Price Future,3704,PUB,PUB,7K-AC,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM APS Zone Day-Ahead Off-Peak Fixed Price Future,3708,PUD,PUD,7K-AD,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
